j,n,m,coef
1271.0,49.0,43.0,0.0002040064023102
1272.0,49.0,45.0,0.0068039798430372
1273.0,49.0,47.0,-0.0020281911249319
1274.0,49.0,49.0,0.0001842780708365
1300.0,50.0,0.0,-6.885636630766875
1301.0,50.0,2.0,-27.484287100981913
1302.0,50.0,4.0,-11.072745485673302
1303.0,50.0,6.0,-20.123842832378426
1304.0,50.0,8.0,5.283443211520992
1305.0,50.0,10.0,-7.696003926291136
1306.0,50.0,12.0,13.701763322486787
1307.0,50.0,14.0,13.824308529719852
1308.0,50.0,16.0,4.483145946182881
1309.0,50.0,18.0,47.09891418484806
1310.0,50.0,20.0,19.961293623204316
1311.0,50.0,22.0,10.454103522849422
1312.0,50.0,24.0,15.392780841215645
1313.0,50.0,26.0,-40.71445966474746
1314.0,50.0,28.0,-1.9843054553824675
1315.0,50.0,30.0,-28.88617362738949
1316.0,50.0,32.0,7.556080589954597
1317.0,50.0,34.0,-28.944415200890003
1318.0,50.0,36.0,20.96204637823757
1319.0,50.0,38.0,-14.6018202868953
1320.0,50.0,40.0,4.433372385419509
1321.0,50.0,42.0,0.5816271717753028
1322.0,50.0,44.0,-1.2539794701950109
1323.0,50.0,46.0,0.5469224931835188
1324.0,50.0,48.0,-0.1342855590765513
1325.0,50.0,50.0,0.0125297097974962
1352.0,51.0,1.0,0.070107152030857
1353.0,51.0,3.0,-0.1304205638147835
1354.0,51.0,5.0,0.2240506667272429
1355.0,51.0,7.0,0.1752587656791594
1356.0,51.0,9.0,0.0497568818448374
1357.0,51.0,11.0,0.1276998252520056
1358.0,51.0,13.0,0.0923588903143929
1359.0,51.0,15.0,-0.0297179068267044
1360.0,51.0,17.0,0.1108498073427567
1361.0,51.0,19.0,-0.0656943957558391
1362.0,51.0,21.0,0.3386787092064048
1363.0,51.0,23.0,-0.1127042054880925
1364.0,51.0,25.0,0.0389561016097484
1365.0,51.0,27.0,-0.000384812147656
1366.0,51.0,29.0,-0.2606825818995532
1367.0,51.0,31.0,0.0547055794902142
1368.0,51.0,33.0,-0.1426571807043625
1369.0,51.0,35.0,0.1904489465820046
1370.0,51.0,37.0,-0.1601814430703368
1371.0,51.0,39.0,0.0472921282401069
1372.0,51.0,41.0,0.0525274368723279
1373.0,51.0,43.0,-0.0596852812618734
1374.0,51.0,45.0,0.0301049529224352
1375.0,51.0,47.0,-0.0073446453888939
1376.0,51.0,49.0,0.0007008204133012
1377.0,51.0,51.0,9.949265148403554e-06
1404.0,52.0,0.0,-2.109458727099494
1405.0,52.0,2.0,-27.572298416172643
1406.0,52.0,4.0,-4.478576115203192
1407.0,52.0,6.0,-10.446551861714289
1408.0,52.0,8.0,3.337207759140765
1409.0,52.0,10.0,5.695245323378818
1410.0,52.0,12.0,16.157381359322514
1411.0,52.0,14.0,12.851947430286597
1412.0,52.0,16.0,26.936371564618412
1413.0,52.0,18.0,8.927598073539157
1414.0,52.0,20.0,22.157877596334515
1415.0,52.0,22.0,5.455994993352899
1416.0,52.0,24.0,-9.23251121317738
1417.0,52.0,26.0,0.9859103101787764
1418.0,52.0,28.0,-14.6349051352292
1419.0,52.0,30.0,-4.045748149113063
1420.0,52.0,32.0,-10.58179173749176
1421.0,52.0,34.0,14.185038135906469
1422.0,52.0,36.0,-28.83201753957758
1423.0,52.0,38.0,32.051745773252485
1424.0,52.0,40.0,-27.51935575239675
1425.0,52.0,42.0,17.482773164205366
1426.0,52.0,44.0,-8.333850192389049
1427.0,52.0,46.0,2.858762237297804
1428.0,52.0,48.0,-0.6958375793996041
1429.0,52.0,50.0,0.1021870540605348
1430.0,52.0,52.0,-0.0071096891660012
1458.0,53.0,1.0,-0.1327726845972891
1459.0,53.0,3.0,0.0487202276646075
1460.0,53.0,5.0,0.1318578519183534
1461.0,53.0,7.0,0.0509916826421416
1462.0,53.0,9.0,0.0903324252703182
1463.0,53.0,11.0,0.0902246721938114
1464.0,53.0,13.0,0.177738733955537
1465.0,53.0,15.0,-0.0366099450929936
1466.0,53.0,17.0,0.1973916381208307
1467.0,53.0,19.0,0.0903687992574751
1468.0,53.0,21.0,2.0613707140612505e-05
1469.0,53.0,23.0,0.1605099943771835
1470.0,53.0,25.0,-0.0561371673814794
1471.0,53.0,27.0,-0.0498221673243607
1472.0,53.0,29.0,0.0535512240204383
1473.0,53.0,31.0,-0.0883001348569226
1474.0,53.0,33.0,0.0037724823581505
1475.0,53.0,35.0,0.0510353950980153
1476.0,53.0,37.0,-0.0353760796985665
1477.0,53.0,39.0,0.0004949626557186
1478.0,53.0,41.0,0.0209453757268463
1479.0,53.0,43.0,-0.0071858374859938
1480.0,53.0,45.0,-0.0061372702360927
1481.0,53.0,47.0,0.0083610545816618
1482.0,53.0,49.0,-0.0040606074071016
1483.0,53.0,51.0,0.0009699790468916
1484.0,53.0,53.0,-9.670288153920274e-05
